text,aspect,polarity,label
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare,positive,0
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,2
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive,0
The wine the service was very good too.,service,positive,0
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",price,neutral,2
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",meat,neutral,2
I highly recommend visiting this restaurant and having dinner and drinks!,dinner,positive,0
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,positive,0
We thought that this place is using too much of MSG cooking in the foods.,foods,negative,1
Your money could easily be better spent elsewhere (Anywhere).,money,neutral,2
Once for dinner and once for brunch.,dinner,neutral,2
He offers subpar service and has no personality.,service,negative,1
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,positive,0
"Anyway, the food is good, the price is right and they have a decent wine list.",food,positive,0
I complete the total bagel experience by having it lightly toasted.,bagel,positive,0
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative,1
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",summer rolls,positive,0
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,positive,0
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",priced,neutral,2
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,negative,1
It's a nice place to relax and have conversation.,place,positive,0
"Ambience is delightful, service impeccable.",service,positive,0
"The food was not fresh, the sauces were bland and very oily.",food,negative,1
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral,2
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,negative,1
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,neutral,2
Some baby pizzas get their wish.,baby pizzas,neutral,2
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,positive,0
Here's to the fake fish tanks too...,fish tanks,negative,1
"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",atmosphere,conflict,3
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,positive,0
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,positive,0
Once for dinner and once for brunch.,brunch,neutral,2
"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",pizza,positive,0
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location,positive,0
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,0
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food portions,negative,1
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,menu,neutral,2
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,negative,1
Stick to the gulab jamun.,gulab jamun,positive,0
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",tapas,positive,0
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive,0
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",prices,conflict,3
"The first time the sushi was outstanding, the second time it was a little bland.",sushi,conflict,3
Good luck getting a table.,getting a table,negative,1
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dance floor,positive,0
I must say it's a little pricey for the food because it was not as spectacular as the view.,food,negative,1
The buffet had a nice selection.,buffet,positive,0
VT is what baby pizzas hope to be when they grow up.,baby pizzas,neutral,2
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food,positive,0
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,1
